country,year,uniqueid,bank_account,location,cell_phone_access,household_size,respondent_age,respondent_gender,rship_with_head,marital_status,education_level,job_type
Kenya,2018,uniqueid_38,No,Rural,Yes,5.0,45.0,Male,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_39,No,Rural,Yes,8.0,45.0,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_40,No,Rural,No,3.0,70.0,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Kenya,2018,uniqueid_41,No,Rural,Yes,6.0,67.0,Male,Head of Household,Divorced/Seperated,Primary education,Farming and Fishing
Kenya,2018,uniqueid_42,No,Urban,Yes,4.0,19.0,Female,Other relative,Single/Never Married,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_43,Yes,Rural,Yes,3.0,80.0,Male,Head of Household,Widowed,Primary education,Remittance Dependent
Kenya,2018,uniqueid_44,No,Rural,Yes,2.0,66.0,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_45,No,Urban,No,1.0,31.0,Male,Head of Household,Single/Never Married,Primary education,Formally employed Private
Kenya,2018,uniqueid_46,No,Rural,Yes,1.0,50.0,Female,Head of Household,Single/Never Married,Primary education,Self employed
Kenya,2018,uniqueid_47,No,Rural,No,3.0,29.0,Female,Head of Household,Single/Never Married,Primary education,Informally employed
Kenya,2018,uniqueid_48,No,Rural,Yes,4.0,33.0,Male,Head of Household,Married/Living together,Vocational/Specialised training,Farming and Fishing
Kenya,2018,uniqueid_49,No,Urban,Yes,4.0,28.0,Female,Child,Married/Living together,Vocational/Specialised training,Self employed
Kenya,2018,uniqueid_50,No,Urban,Yes,3.0,28.0,Male,Child,Single/Never Married,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_51,No,Urban,Yes,3.0,26.0,Female,Head of Household,Divorced/Seperated,Secondary education,Informally employed
Kenya,2018,uniqueid_52,No,Urban,Yes,2.0,51.0,Female,Head of Household,Single/Never Married,Secondary education,Self employed
Kenya,2018,uniqueid_53,No,Urban,No,5.0,16.0,Female,Other relative,Single/Never Married,Primary education,Remittance Dependent
Kenya,2018,uniqueid_54,No,Rural,Yes,2.0,17.0,Male,Other relative,Single/Never Married,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_55,Yes,Urban,Yes,1.0,22.0,Female,Head of Household,Single/Never Married,Secondary education,Self employed
Kenya,2018,uniqueid_56,No,Rural,Yes,3.0,66.0,Female,Head of Household,Widowed,Primary education,Farming and Fishing
Kenya,2018,uniqueid_57,Yes,Rural,Yes,6.0,50.0,Male,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Government
Kenya,2018,uniqueid_58,No,Urban,Yes,4.0,33.0,Male,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_59,No,Rural,Yes,11.0,21.0,Male,Child,Single/Never Married,Other/Dont know/RTA,Informally employed
Kenya,2018,uniqueid_60,No,Rural,Yes,5.0,30.0,Female,Spouse,Married/Living together,Secondary education,Informally employed
Kenya,2018,uniqueid_61,No,Rural,Yes,8.0,30.0,Female,Head of Household,Divorced/Seperated,Primary education,Self employed
Kenya,2018,uniqueid_62,No,Rural,No,1.0,67.0,Female,Head of Household,Widowed,No formal education,Informally employed
Kenya,2018,uniqueid_63,No,Rural,Yes,3.0,50.0,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_64,Yes,Urban,Yes,1.0,25.0,Female,Head of Household,Single/Never Married,Tertiary education,Remittance Dependent
Kenya,2018,uniqueid_65,No,Rural,Yes,6.0,25.0,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Kenya,2018,uniqueid_66,No,Urban,No,3.0,30.0,Female,Spouse,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_67,No,Rural,No,1.0,37.0,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed
Kenya,2018,uniqueid_68,Yes,Urban,Yes,1.0,30.0,Female,Head of Household,Married/Living together,Primary education,Self employed
Kenya,2018,uniqueid_69,No,Urban,No,5.0,28.0,Female,Child,Single/Never Married,Primary education,Informally employed
Kenya,2018,uniqueid_70,Yes,Urban,Yes,1.0,30.0,Male,Head of Household,Single/Never Married,Secondary education,Formally employed Private
Kenya,2018,uniqueid_71,No,Rural,Yes,2.0,59.0,Female,Head of Household,Single/Never Married,Vocational/Specialised training,Informally employed
Kenya,2018,uniqueid_72,No,Urban,Yes,5.0,29.0,Male,Head of Household,Married/Living together,Secondary education,Informally employed
Kenya,2018,uniqueid_73,No,Rural,No,4.0,31.0,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_74,No,Urban,Yes,3.0,27.0,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_75,Yes,Rural,Yes,4.0,55.0,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_76,No,Urban,Yes,4.0,34.0,Male,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_77,No,Urban,No,4.0,17.0,Male,Other relative,Single/Never Married,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_78,No,Urban,No,3.0,21.0,Female,Spouse,Married/Living together,Vocational/Specialised training,Informally employed
Kenya,2018,uniqueid_79,No,Urban,Yes,5.0,37.0,Female,Head of Household,Divorced/Seperated,Secondary education,Informally employed
Kenya,2018,uniqueid_80,No,Rural,No,4.0,42.0,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_81,No,Rural,No,8.0,40.0,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
Kenya,2018,uniqueid_82,No,Rural,No,4.0,17.0,Male,Child,Single/Never Married,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_83,No,Urban,No,4.0,65.0,Female,Spouse,Married/Living together,No formal education,Informally employed
Kenya,2018,uniqueid_84,No,Rural,Yes,7.0,18.0,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_85,No,Urban,Yes,3.0,34.0,Female,Head of Household,Single/Never Married,Vocational/Specialised training,Informally employed
Kenya,2018,uniqueid_86,No,Rural,Yes,4.0,46.0,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_87,Yes,Urban,Yes,1.0,54.0,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Kenya,2018,uniqueid_88,No,Urban,Yes,4.0,27.0,Female,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_89,No,Rural,Yes,4.0,21.0,Female,Child,Single/Never Married,Primary education,Informally employed
Kenya,2018,uniqueid_90,No,Rural,No,4.0,64.0,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Kenya,2018,uniqueid_91,No,Rural,Yes,3.0,56.0,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
Kenya,2018,uniqueid_92,No,Rural,No,6.0,40.0,Male,Head of Household,Divorced/Seperated,Primary education,Farming and Fishing
Kenya,2018,uniqueid_93,Yes,Urban,Yes,10.0,21.0,Female,Parent,Single/Never Married,Tertiary education,Remittance Dependent
Kenya,2018,uniqueid_94,No,Rural,Yes,9.0,18.0,Male,Other relative,Single/Never Married,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_95,Yes,Rural,Yes,1.0,42.0,Male,Head of Household,Divorced/Seperated,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_96,No,Rural,No,2.0,22.0,Male,Child,Single/Never Married,Primary education,Remittance Dependent
Kenya,2018,uniqueid_97,No,Rural,Yes,8.0,52.0,Female,Spouse,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_98,No,Urban,Yes,6.0,35.0,Female,Spouse,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_99,No,Rural,Yes,2.0,64.0,Female,Head of Household,Widowed,Primary education,Remittance Dependent
Kenya,2018,uniqueid_100,Yes,Urban,Yes,5.0,42.0,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_101,No,Urban,Yes,10.0,23.0,Female,Other relative,Divorced/Seperated,Primary education,Formally employed Private
Kenya,2018,uniqueid_102,No,Rural,Yes,1.0,42.0,Male,Head of Household,Married/Living together,Vocational/Specialised training,Informally employed
Kenya,2018,uniqueid_103,No,Urban,Yes,2.0,27.0,Male,Head of Household,Married/Living together,Secondary education,Formally employed Government
Kenya,2018,uniqueid_104,No,Rural,Yes,2.0,43.0,Male,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_105,Yes,Urban,No,4.0,16.0,Female,Other relative,Single/Never Married,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_106,Yes,Urban,Yes,4.0,26.0,Male,Other relative,Single/Never Married,Secondary education,Informally employed
Kenya,2018,uniqueid_107,No,Rural,No,4.0,19.0,Female,Spouse,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_108,Yes,Rural,Yes,6.0,49.0,Male,Head of Household,Married/Living together,Tertiary education,Formally employed Government
Kenya,2018,uniqueid_109,No,Urban,Yes,9.0,44.0,Female,Head of Household,Married/Living together,No formal education,Self employed
Kenya,2018,uniqueid_110,No,Urban,Yes,1.0,30.0,Female,Head of Household,Single/Never Married,Primary education,Self employed
Kenya,2018,uniqueid_111,No,Rural,No,3.0,16.0,Female,Child,Single/Never Married,Primary education,Remittance Dependent
Kenya,2018,uniqueid_112,No,Urban,Yes,7.0,50.0,Female,Spouse,Married/Living together,Vocational/Specialised training,Farming and Fishing
Kenya,2018,uniqueid_113,No,Rural,Yes,2.0,30.0,Male,Head of Household,Married/Living together,Primary education,Formally employed Private
Kenya,2018,uniqueid_114,No,Urban,Yes,5.0,49.0,Female,Spouse,Married/Living together,Primary education,Self employed
Kenya,2018,uniqueid_115,No,Rural,No,8.0,72.0,Female,Parent,Widowed,No formal education,Remittance Dependent
Kenya,2018,uniqueid_116,No,Rural,Yes,4.0,18.0,Male,Child,Single/Never Married,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_117,No,Rural,Yes,2.0,21.0,Female,Head of Household,Married/Living together,Primary education,Remittance Dependent
Kenya,2018,uniqueid_118,No,Rural,Yes,9.0,52.0,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Kenya,2018,uniqueid_119,Yes,Rural,Yes,4.0,55.0,Male,Child,Married/Living together,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_120,No,Rural,Yes,5.0,35.0,Female,Head of Household,Married/Living together,Primary education,Remittance Dependent
Kenya,2018,uniqueid_121,No,Rural,Yes,6.0,38.0,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_122,No,Rural,Yes,6.0,19.0,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_123,Yes,Urban,Yes,7.0,53.0,Female,Head of Household,Married/Living together,Tertiary education,Self employed
Kenya,2018,uniqueid_124,No,Urban,No,2.0,17.0,Male,Child,Single/Never Married,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_125,No,Urban,Yes,5.0,29.0,Female,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_126,Yes,Rural,Yes,1.0,24.0,Female,Head of Household,Single/Never Married,Tertiary education,Formally employed Private
Kenya,2018,uniqueid_127,No,Urban,Yes,7.0,63.0,Male,Spouse,Married/Living together,Vocational/Specialised training,Farming and Fishing
Kenya,2018,uniqueid_128,No,Urban,Yes,2.0,47.0,Female,Head of Household,Married/Living together,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_129,Yes,Urban,Yes,4.0,42.0,Female,Head of Household,Married/Living together,Tertiary education,Formally employed Government
Kenya,2018,uniqueid_130,No,Rural,No,3.0,17.0,Male,Child,Single/Never Married,Secondary education,Informally employed
Kenya,2018,uniqueid_131,Yes,Rural,Yes,4.0,28.0,Male,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_132,No,Urban,Yes,7.0,62.0,Male,Head of Household,Widowed,Primary education,Informally employed
Kenya,2018,uniqueid_133,No,Rural,Yes,2.0,52.0,Female,Head of Household,Widowed,Primary education,Informally employed
Kenya,2018,uniqueid_134,No,Rural,Yes,3.0,44.0,Female,Head of Household,Divorced/Seperated,Primary education,Informally employed
Kenya,2018,uniqueid_135,No,Urban,Yes,6.0,28.0,Female,Head of Household,Married/Living together,No formal education,Self employed
Kenya,2018,uniqueid_136,Yes,Urban,Yes,4.0,30.0,Female,Spouse,Married/Living together,Secondary education,Self employed
Kenya,2018,uniqueid_137,Yes,Urban,Yes,4.0,39.0,Male,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_138,No,Urban,Yes,4.0,81.0,Male,Head of Household,Married/Living together,No formal education,Remittance Dependent
Kenya,2018,uniqueid_139,Yes,Rural,Yes,1.0,62.0,Female,Head of Household,Widowed,Primary education,Farming and Fishing
Kenya,2018,uniqueid_140,No,Urban,Yes,3.0,78.0,Male,Head of Household,Married/Living together,Primary education,Self employed
Kenya,2018,uniqueid_141,No,Urban,Yes,2.0,28.0,Female,Head of Household,Single/Never Married,Primary education,Self employed
Kenya,2018,uniqueid_142,No,Urban,Yes,4.0,28.0,Male,Head of Household,Married/Living together,Primary education,Formally employed Government
Kenya,2018,uniqueid_143,No,Rural,Yes,5.0,39.0,Female,Head of Household,Widowed,Primary education,Farming and Fishing
Kenya,2018,uniqueid_144,No,Rural,Yes,8.0,42.0,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Kenya,2018,uniqueid_145,No,Rural,No,6.0,17.0,Male,Child,Single/Never Married,Primary education,Remittance Dependent
Kenya,2018,uniqueid_146,No,Rural,Yes,6.0,50.0,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_147,No,Rural,Yes,4.0,25.0,Female,Spouse,Married/Living together,Primary education,Self employed
Kenya,2018,uniqueid_148,Yes,Urban,Yes,6.0,34.0,Male,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_149,No,Rural,Yes,5.0,33.0,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_150,Yes,Urban,Yes,3.0,26.0,Female,Spouse,Married/Living together,Secondary education,Self employed
Kenya,2018,uniqueid_151,No,Rural,No,8.0,36.0,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Kenya,2018,uniqueid_152,No,Rural,Yes,4.0,78.0,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Kenya,2018,uniqueid_153,Yes,Rural,Yes,5.0,36.0,Female,Spouse,Married/Living together,Vocational/Specialised training,Formally employed Government
Kenya,2018,uniqueid_154,No,Urban,No,7.0,17.0,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_155,No,Urban,Yes,1.0,20.0,Male,Head of Household,Single/Never Married,Tertiary education,Remittance Dependent
Kenya,2018,uniqueid_156,No,Rural,Yes,1.0,30.0,Male,Head of Household,Divorced/Seperated,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_157,No,Rural,Yes,1.0,38.0,Male,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_158,No,Rural,Yes,8.0,28.0,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_159,No,Rural,No,4.0,50.0,Male,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_160,Yes,Urban,Yes,7.0,40.0,Male,Head of Household,Married/Living together,Primary education,Formally employed Private
Kenya,2018,uniqueid_161,No,Urban,Yes,1.0,62.0,Male,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_162,No,Rural,Yes,4.0,40.0,Female,Head of Household,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_163,No,Rural,Yes,7.0,44.0,Male,Head of Household,Married/Living together,Primary education,Self employed
Kenya,2018,uniqueid_164,No,Rural,Yes,4.0,25.0,Female,Spouse,Married/Living together,Primary education,Self employed
Kenya,2018,uniqueid_165,No,Rural,Yes,5.0,59.0,Female,Head of Household,Widowed,Primary education,Farming and Fishing
Kenya,2018,uniqueid_166,Yes,Urban,Yes,6.0,36.0,Female,Spouse,Married/Living together,Secondary education,Self employed
Kenya,2018,uniqueid_167,No,Rural,Yes,7.0,60.0,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Kenya,2018,uniqueid_168,Yes,Rural,Yes,3.0,42.0,Male,Head of Household,Married/Living together,No formal education,Formally employed Private
Kenya,2018,uniqueid_169,No,Rural,Yes,2.0,56.0,Female,Head of Household,Married/Living together,No formal education,Self employed
Kenya,2018,uniqueid_170,No,Urban,No,4.0,37.0,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
Kenya,2018,uniqueid_171,No,Rural,Yes,4.0,28.0,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_172,No,Rural,No,9.0,50.0,Female,Child,Single/Never Married,Primary education,Farming and Fishing
Kenya,2018,uniqueid_173,No,Urban,Yes,2.0,55.0,Male,Head of Household,Married/Living together,Secondary education,Formally employed Private
Kenya,2018,uniqueid_174,No,Rural,Yes,7.0,65.0,Female,Head of Household,Widowed,Primary education,Farming and Fishing
Kenya,2018,uniqueid_175,No,Rural,Yes,5.0,48.0,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_176,No,Urban,Yes,2.0,65.0,Female,Head of Household,Widowed,Primary education,Remittance Dependent
Kenya,2018,uniqueid_177,No,Rural,Yes,7.0,55.0,Female,Head of Household,Widowed,Primary education,Informally employed
Kenya,2018,uniqueid_178,No,Rural,Yes,5.0,31.0,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_179,No,Rural,No,2.0,55.0,Female,Head of Household,Widowed,No formal education,Remittance Dependent
Kenya,2018,uniqueid_180,No,Urban,Yes,6.0,44.0,Male,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_181,No,Rural,Yes,3.0,72.0,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_182,No,Urban,No,3.0,18.0,Female,Child,Single/Never Married,Secondary education,Informally employed
Kenya,2018,uniqueid_183,No,Rural,Yes,4.0,26.0,Male,Child,Single/Never Married,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_184,No,Rural,Yes,1.0,53.0,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed
Kenya,2018,uniqueid_185,No,Rural,Yes,3.0,28.0,Male,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_186,No,Urban,Yes,8.0,34.0,Female,Head of Household,Married/Living together,Tertiary education,Informally employed
Kenya,2018,uniqueid_187,No,Rural,Yes,4.0,55.0,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Kenya,2018,uniqueid_188,No,Urban,Yes,2.0,48.0,Male,Head of Household,Married/Living together,Vocational/Specialised training,Informally employed
Kenya,2018,uniqueid_189,No,Rural,Yes,2.0,50.0,Female,Spouse,Married/Living together,Primary education,Informally employed
Kenya,2018,uniqueid_190,Yes,Rural,Yes,7.0,65.0,Female,Head of Household,Widowed,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_191,Yes,Urban,Yes,3.0,53.0,Female,Head of Household,Widowed,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_192,No,Rural,Yes,5.0,45.0,Female,Head of Household,Married/Living together,No formal education,Farming and Fishing
Kenya,2018,uniqueid_193,No,Urban,Yes,2.0,29.0,Female,Head of Household,Single/Never Married,Primary education,Informally employed
Kenya,2018,uniqueid_194,Yes,Urban,Yes,3.0,36.0,Male,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Private
Kenya,2018,uniqueid_195,No,Rural,No,9.0,18.0,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_196,No,Rural,No,5.0,18.0,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_197,Yes,Urban,Yes,7.0,33.0,Female,Head of Household,Married/Living together,Primary education,Self employed
Kenya,2018,uniqueid_198,No,Urban,Yes,4.0,25.0,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
Kenya,2018,uniqueid_199,Yes,Urban,Yes,2.0,30.0,Female,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Government
Kenya,2018,uniqueid_200,Yes,Urban,Yes,5.0,48.0,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_201,Yes,Rural,Yes,2.0,80.0,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Kenya,2018,uniqueid_202,No,Urban,Yes,6.0,42.0,Male,Head of Household,Single/Never Married,Primary education,Farming and Fishing
Kenya,2018,uniqueid_203,No,Rural,Yes,5.0,69.0,Female,Head of Household,Married/Living together,No formal education,Self employed
Kenya,2018,uniqueid_204,No,Urban,Yes,3.0,23.0,Female,Spouse,Married/Living together,Secondary education,Self employed
Kenya,2018,uniqueid_205,No,Rural,Yes,2.0,67.0,Female,Head of Household,Widowed,Primary education,Informally employed
Kenya,2018,uniqueid_206,No,Rural,Yes,2.0,58.0,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,2018,uniqueid_207,No,Rural,Yes,6.0,27.0,Male,Child,Single/Never Married,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_208,Yes,Rural,Yes,1.0,42.0,Male,Head of Household,Single/Never Married,Primary education,Farming and Fishing
Kenya,2018,uniqueid_209,No,Rural,No,5.0,80.0,Female,Head of Household,Widowed,No formal education,Government Dependent
Kenya,2018,uniqueid_210,No,Rural,No,3.0,95.0,Female,Parent,Widowed,No formal education,Informally employed
Kenya,2018,uniqueid_211,No,Rural,Yes,4.0,26.0,Female,Other relative,Single/Never Married,Secondary education,Informally employed
Kenya,2018,uniqueid_212,No,Urban,Yes,3.0,38.0,Female,Spouse,Married/Living together,Vocational/Specialised training,Remittance Dependent
Kenya,2018,uniqueid_213,No,Urban,Yes,1.0,64.0,Male,Head of Household,Married/Living together,Secondary education,Informally employed
Kenya,2029,uniqueid_214,No,Urban,Yes,6.0,16.0,Male,Other relative,Single/Never Married,Secondary education,Remittance Dependent
Kenya,2018,uniqueid_215,No,Urban,No,4.0,49.0,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
Kenya,2018,uniqueid_216,No,Rural,No,5.0,33.0,Female,Head of Household,Widowed,No formal education,Self employed
Kenya,2018,uniqueid_217,No,Urban,Yes,4.0,35.0,Female,Head of Household,Divorced/Seperated,Secondary education,Self employed
Kenya,2018,uniqueid_218,Yes,Urban,Yes,1.0,28.0,Male,Head of Household,Married/Living together,Tertiary education,Formally employed Private
Kenya,2018,uniqueid_219,No,Urban,Yes,4.0,38.0,Male,Head of Household,Married/Living together,Secondary education,Formally employed Private
Kenya,2018,uniqueid_220,No,Rural,Yes,3.0,29.0,Male,Head of Household,Married/Living together,No formal education,Self employed
