country,year,uniqueid,bank_account,location,cell_phone_access,household_size,respondent_age,respondent_gender,rship_with_head,marital_status,education_level,job_type
Uganda,2018,uniqueid_54,No,Rural,Yes,4.0,19.0,Female,Spouse,Married/Living together,Secondary education,Other Income
Uganda,2018,uniqueid_55,No,Rural,No,7.0,32.0,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_56,Yes,Rural,Yes,5.0,51.0,Male,Head of Household,Widowed,Vocational/Specialised training,Self employed
Uganda,2018,uniqueid_57,No,Rural,No,12.0,23.0,Female,Child,Divorced/Seperated,Primary education,Other Income
Uganda,2018,uniqueid_58,No,Rural,Yes,5.0,67.0,Male,Head of Household,Married/Living together,No formal education,Self employed
Uganda,2018,uniqueid_59,No,Rural,Yes,2.0,24.0,Female,Spouse,Married/Living together,Secondary education,Self employed
Uganda,2018,uniqueid_60,No,Rural,No,6.0,78.0,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_61,Yes,Urban,Yes,2.0,48.0,Male,Head of Household,Married/Living together,Secondary education,Government Dependent
Uganda,2018,uniqueid_62,No,Rural,Yes,3.0,65.0,Female,Head of Household,Widowed,Primary education,Other Income
Uganda,2018,uniqueid_63,No,Rural,No,3.0,65.0,Female,Head of Household,Married/Living together,No formal education,No Income
Uganda,2018,uniqueid_64,No,Rural,Yes,7.0,35.0,Female,Spouse,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_65,No,Urban,Yes,2.0,24.0,Female,Head of Household,Married/Living together,Secondary education,No Income
Uganda,2018,uniqueid_66,No,Rural,Yes,7.0,39.0,Female,Spouse,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_67,No,Rural,Yes,1.0,68.0,Male,Head of Household,Divorced/Seperated,Primary education,Self employed
Uganda,2018,uniqueid_68,No,Rural,No,3.0,22.0,Female,Spouse,Married/Living together,Primary education,No Income
Uganda,2018,uniqueid_69,No,Rural,No,2.0,17.0,Male,Parent,Single/Never Married,Secondary education,No Income
Uganda,2018,uniqueid_70,No,Rural,Yes,5.0,68.0,Female,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_71,No,Urban,No,3.0,24.0,Female,Spouse,Married/Living together,Primary education,No Income
Uganda,2018,uniqueid_72,Yes,Urban,Yes,3.0,30.0,Female,Head of Household,Married/Living together,Tertiary education,Formally employed Private
Uganda,2018,uniqueid_73,No,Urban,Yes,2.0,24.0,Female,Spouse,Married/Living together,Secondary education,No Income
Uganda,2018,uniqueid_74,No,Rural,Yes,6.0,25.0,Female,Parent,Single/Never Married,Secondary education,No Income
Uganda,2018,uniqueid_75,No,Rural,Yes,10.0,26.0,Female,Other relative,Divorced/Seperated,Primary education,Self employed
Uganda,2018,uniqueid_76,No,Rural,No,4.0,25.0,Female,Spouse,Married/Living together,Primary education,No Income
Uganda,2018,uniqueid_77,Yes,Urban,Yes,2.0,30.0,Female,Head of Household,Divorced/Seperated,Vocational/Specialised training,Formally employed Private
Uganda,2018,uniqueid_78,No,Rural,No,3.0,20.0,Female,Head of Household,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_79,No,Rural,Yes,6.0,56.0,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_80,No,Rural,Yes,6.0,32.0,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_81,No,Urban,Yes,5.0,19.0,Female,Other non-relatives,Single/Never Married,Primary education,No Income
Uganda,2018,uniqueid_82,No,Rural,Yes,4.0,65.0,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_83,Yes,Rural,Yes,5.0,40.0,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_84,No,Urban,Yes,3.0,21.0,Female,Spouse,Married/Living together,Secondary education,Self employed
Uganda,2018,uniqueid_85,Yes,Urban,Yes,1.0,29.0,Female,Head of Household,Single/Never Married,Vocational/Specialised training,Other Income
Uganda,2018,uniqueid_86,No,Rural,No,9.0,20.0,Female,Other relative,Divorced/Seperated,Primary education,Self employed
Uganda,2018,uniqueid_87,No,Rural,No,4.0,33.0,Male,Spouse,Married/Living together,Primary education,No Income
Uganda,2018,uniqueid_88,No,Rural,No,1.0,29.0,Male,Head of Household,Single/Never Married,Primary education,Formally employed Private
Uganda,2018,uniqueid_89,No,Urban,Yes,2.0,30.0,Female,Head of Household,Divorced/Seperated,Primary education,Self employed
Uganda,2018,uniqueid_90,No,Urban,Yes,2.0,25.0,Female,Spouse,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_91,No,Rural,Yes,4.0,25.0,Male,Head of Household,Married/Living together,Secondary education,Other Income
Uganda,2018,uniqueid_92,No,Urban,Yes,4.0,26.0,Female,Head of Household,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_93,No,Rural,No,5.0,31.0,Female,Spouse,Married/Living together,No formal education,Self employed
Uganda,2018,uniqueid_94,No,Rural,Yes,5.0,50.0,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_95,No,Rural,Yes,1.0,26.0,Male,Head of Household,Single/Never Married,Primary education,Self employed
Uganda,2018,uniqueid_96,No,Rural,Yes,7.0,39.0,Female,Spouse,Married/Living together,Secondary education,Self employed
Uganda,2018,uniqueid_97,No,Rural,No,6.0,63.0,Male,Head of Household,Married/Living together,No formal education,No Income
Uganda,2018,uniqueid_98,No,Urban,No,2.0,28.0,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_99,No,Rural,Yes,4.0,30.0,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_100,Yes,Rural,Yes,2.0,25.0,Male,Head of Household,Married/Living together,Secondary education,Self employed
Uganda,2018,uniqueid_101,No,Rural,Yes,1.0,50.0,Female,Head of Household,Divorced/Seperated,No formal education,Other Income
Uganda,2018,uniqueid_102,No,Rural,Yes,7.0,34.0,Female,Spouse,Married/Living together,No formal education,Other Income
Uganda,2018,uniqueid_103,No,Rural,Yes,7.0,35.0,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_104,No,Rural,Yes,7.0,33.0,Female,Spouse,Married/Living together,No formal education,Self employed
Uganda,2018,uniqueid_105,No,Urban,Yes,4.0,18.0,Female,Spouse,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_106,No,Rural,Yes,6.0,33.0,Male,Head of Household,Married/Living together,Secondary education,Self employed
Uganda,2018,uniqueid_107,No,Rural,Yes,3.0,31.0,Female,Spouse,Married/Living together,Secondary education,Self employed
Uganda,2018,uniqueid_108,No,Rural,Yes,7.0,27.0,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_109,No,Rural,No,5.0,35.0,Female,Spouse,Married/Living together,No formal education,Self employed
Uganda,2018,uniqueid_110,No,Rural,Yes,1.0,28.0,Male,Head of Household,Single/Never Married,Primary education,Other Income
Uganda,2018,uniqueid_111,No,Rural,No,6.0,22.0,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_112,No,Urban,Yes,6.0,25.0,Female,Head of Household,Divorced/Seperated,Primary education,Other Income
Uganda,2018,uniqueid_113,No,Urban,Yes,3.0,27.0,Female,Spouse,Married/Living together,Tertiary education,No Income
Uganda,2018,uniqueid_114,Yes,Rural,No,13.0,34.0,Male,Parent,Married/Living together,Secondary education,Self employed
Uganda,2018,uniqueid_115,No,Rural,Yes,6.0,29.0,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_116,No,Rural,Yes,10.0,35.0,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_117,Yes,Urban,Yes,2.0,20.0,Male,Other relative,Married/Living together,Secondary education,Other Income
Uganda,2018,uniqueid_118,No,Rural,No,10.0,50.0,Female,Head of Household,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_119,No,Rural,Yes,2.0,23.0,Female,Head of Household,Single/Never Married,Secondary education,Formally employed Private
Uganda,2018,uniqueid_120,No,Rural,Yes,5.0,28.0,Female,Spouse,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_121,Yes,Rural,Yes,3.0,29.0,Female,Spouse,Married/Living together,Secondary education,Formally employed Private
Uganda,2018,uniqueid_122,No,Rural,Yes,5.0,37.0,Male,Head of Household,Widowed,Primary education,Self employed
Uganda,2018,uniqueid_123,No,Rural,Yes,4.0,23.0,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_124,No,Rural,No,2.0,76.0,Female,Head of Household,Divorced/Seperated,No formal education,Self employed
Uganda,2018,uniqueid_125,No,Rural,Yes,7.0,28.0,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_126,No,Urban,Yes,6.0,16.0,Male,Parent,Single/Never Married,Secondary education,Self employed
Uganda,2018,uniqueid_127,Yes,Rural,Yes,10.0,60.0,Male,Head of Household,Married/Living together,Secondary education,Government Dependent
Uganda,2018,uniqueid_128,No,Rural,Yes,7.0,37.0,Female,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_129,No,Rural,Yes,3.0,47.0,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_130,No,Rural,No,4.0,23.0,Female,Spouse,Married/Living together,Secondary education,Self employed
Uganda,2018,uniqueid_131,No,Rural,No,1.0,55.0,Male,Head of Household,Single/Never Married,Primary education,Other Income
Uganda,2018,uniqueid_132,No,Urban,Yes,1.0,35.0,Male,Head of Household,Single/Never Married,Secondary education,Other Income
Uganda,2018,uniqueid_133,No,Rural,Yes,8.0,39.0,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_134,No,Urban,Yes,1.0,45.0,Male,Head of Household,Single/Never Married,Primary education,Other Income
Uganda,2018,uniqueid_135,No,Rural,Yes,1.0,64.0,Female,Head of Household,Widowed,No formal education,Self employed
Uganda,2018,uniqueid_136,No,Rural,Yes,7.0,51.0,Female,Head of Household,Widowed,No formal education,Self employed
Uganda,2018,uniqueid_137,No,Rural,No,14.0,16.0,Female,Parent,Single/Never Married,Primary education,No Income
Uganda,2018,uniqueid_138,No,Urban,Yes,3.0,26.0,Female,Spouse,Married/Living together,Secondary education,Self employed
Uganda,2018,uniqueid_139,No,Rural,No,9.0,45.0,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_140,No,Rural,Yes,6.0,37.0,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_141,No,Urban,Yes,3.0,24.0,Female,Spouse,Married/Living together,Secondary education,Other Income
Uganda,2018,uniqueid_142,No,Urban,No,2.0,20.0,Female,Spouse,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_143,No,Urban,No,2.0,21.0,Female,Head of Household,Single/Never Married,No formal education,Other Income
Uganda,2018,uniqueid_144,No,Rural,No,1.0,25.0,Male,Head of Household,Single/Never Married,Primary education,Self employed
Uganda,2018,uniqueid_145,No,Rural,Yes,3.0,40.0,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_146,No,Rural,No,1.0,78.0,Male,Head of Household,Divorced/Seperated,Primary education,Other Income
Uganda,2018,uniqueid_147,No,Rural,Yes,1.0,23.0,Male,Head of Household,Single/Never Married,Primary education,Self employed
Uganda,2018,uniqueid_148,Yes,Rural,Yes,6.0,55.0,Female,Spouse,Married/Living together,Secondary education,Self employed
Uganda,2018,uniqueid_149,Yes,Urban,Yes,12.0,72.0,Male,Head of Household,Widowed,Vocational/Specialised training,Government Dependent
Uganda,2018,uniqueid_150,No,Rural,Yes,2.0,40.0,Female,Head of Household,Widowed,No formal education,Self employed
Uganda,2018,uniqueid_151,No,Rural,Yes,2.0,31.0,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_152,No,Rural,Yes,5.0,30.0,Female,Spouse,Married/Living together,No formal education,Self employed
Uganda,2018,uniqueid_153,No,Rural,Yes,9.0,40.0,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_154,No,Rural,Yes,3.0,80.0,Female,Head of Household,Widowed,Primary education,Self employed
Uganda,2018,uniqueid_155,No,Urban,Yes,9.0,65.0,Male,Head of Household,Married/Living together,Vocational/Specialised training,Self employed
Uganda,2018,uniqueid_156,No,Rural,Yes,5.0,18.0,Female,Other relative,Single/Never Married,Secondary education,No Income
Uganda,2018,uniqueid_157,No,Urban,Yes,8.0,27.0,Male,Parent,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_158,No,Rural,No,2.0,70.0,Female,Spouse,Married/Living together,No formal education,Other Income
Uganda,2018,uniqueid_159,No,Rural,Yes,4.0,56.0,Female,Head of Household,Widowed,No formal education,Self employed
Uganda,2018,uniqueid_160,No,Rural,Yes,5.0,18.0,Male,Other relative,Single/Never Married,Primary education,Self employed
Uganda,2018,uniqueid_161,No,Urban,Yes,5.0,36.0,Female,Spouse,Married/Living together,Secondary education,Self employed
Uganda,2018,uniqueid_162,No,Rural,Yes,2.0,30.0,Female,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_163,Yes,Urban,Yes,7.0,42.0,Male,Head of Household,Married/Living together,Secondary education,Self employed
Uganda,2018,uniqueid_164,No,Urban,Yes,7.0,16.0,Male,Parent,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_165,No,Rural,Yes,4.0,90.0,Female,Head of Household,Widowed,No formal education,Self employed
Uganda,2018,uniqueid_166,No,Rural,Yes,5.0,36.0,Male,Head of Household,Married/Living together,Secondary education,Dont Know/Refuse to answer
Uganda,2018,uniqueid_167,No,Rural,No,6.0,30.0,Female,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_168,No,Rural,Yes,6.0,34.0,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_169,Yes,Rural,Yes,12.0,21.0,Male,Child,Single/Never Married,Vocational/Specialised training,Other Income
Uganda,2018,uniqueid_170,No,Rural,Yes,4.0,38.0,Female,Head of Household,Divorced/Seperated,Secondary education,Self employed
Uganda,2018,uniqueid_171,No,Rural,No,4.0,72.0,Male,Head of Household,Married/Living together,Secondary education,Self employed
Uganda,2018,uniqueid_172,No,Rural,Yes,8.0,37.0,Male,Head of Household,Married/Living together,Vocational/Specialised training,Self employed
Uganda,2018,uniqueid_173,No,Urban,Yes,13.0,32.0,Male,Parent,Married/Living together,Secondary education,Self employed
Uganda,2018,uniqueid_174,Yes,Urban,Yes,10.0,40.0,Female,Parent,Widowed,Primary education,Self employed
Uganda,2018,uniqueid_175,No,Rural,Yes,2.0,40.0,Female,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_176,No,Rural,No,3.0,50.0,Male,Head of Household,Married/Living together,No formal education,Other Income
Uganda,2018,uniqueid_177,No,Rural,No,4.0,71.0,Female,Spouse,Married/Living together,No formal education,No Income
Uganda,2018,uniqueid_178,No,Rural,No,4.0,66.0,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_179,No,Rural,No,4.0,41.0,Male,Head of Household,Married/Living together,No formal education,Self employed
Uganda,2018,uniqueid_180,No,Rural,Yes,13.0,67.0,Male,Head of Household,Married/Living together,Secondary education,Self employed
Uganda,2018,uniqueid_181,No,Rural,Yes,4.0,73.0,Male,Head of Household,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_182,No,Urban,No,7.0,18.0,Female,Parent,Single/Never Married,Primary education,Dont Know/Refuse to answer
Uganda,2018,uniqueid_183,No,Rural,Yes,7.0,37.0,Male,Head of Household,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_184,No,Urban,Yes,3.0,51.0,Female,Spouse,Married/Living together,No formal education,Other Income
Uganda,2018,uniqueid_185,No,Rural,Yes,1.0,60.0,Male,Head of Household,Divorced/Seperated,Primary education,Self employed
Uganda,2018,uniqueid_186,Yes,Rural,Yes,2.0,32.0,Female,Head of Household,Divorced/Seperated,Primary education,Self employed
Uganda,2018,uniqueid_187,No,Urban,Yes,5.0,29.0,Female,Head of Household,Married/Living together,No formal education,Self employed
Uganda,2018,uniqueid_188,No,Rural,Yes,12.0,18.0,Male,Parent,Single/Never Married,Primary education,No Income
Uganda,2018,uniqueid_189,No,Urban,Yes,8.0,16.0,Female,Other relative,Single/Never Married,Secondary education,Other Income
Uganda,2018,uniqueid_190,No,Urban,Yes,4.0,29.0,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_191,No,Rural,No,12.0,24.0,Female,Spouse,Married/Living together,No formal education,Self employed
Uganda,2018,uniqueid_192,No,Urban,Yes,2.0,18.0,Male,Other relative,Married/Living together,Primary education,No Income
Uganda,2018,uniqueid_193,No,Urban,Yes,6.0,43.0,Male,Head of Household,Married/Living together,Secondary education,Self employed
Uganda,2018,uniqueid_194,No,Urban,Yes,5.0,29.0,Male,Head of Household,Married/Living together,Vocational/Specialised training,Self employed
Uganda,2018,uniqueid_195,No,Rural,No,4.0,45.0,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_196,No,Urban,Yes,5.0,23.0,Female,Spouse,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_197,No,Rural,Yes,6.0,38.0,Male,Parent,Married/Living together,Secondary education,Other Income
Uganda,2018,uniqueid_198,No,Rural,Yes,13.0,20.0,Female,Parent,Single/Never Married,Secondary education,No Income
Uganda,2018,uniqueid_199,No,Rural,Yes,6.0,33.0,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_200,No,Rural,Yes,7.0,19.0,Male,Child,Single/Never Married,Primary education,Other Income
Uganda,2018,uniqueid_201,No,Rural,No,8.0,31.0,Female,Spouse,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_202,No,Rural,Yes,1.0,54.0,Male,Head of Household,Married/Living together,Secondary education,Formally employed Private
Uganda,2018,uniqueid_203,No,Rural,Yes,3.0,24.0,Male,Head of Household,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_204,No,Rural,Yes,3.0,29.0,Female,Spouse,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_205,No,Rural,Yes,1.0,35.0,Female,Head of Household,Single/Never Married,Secondary education,Dont Know/Refuse to answer
Uganda,2018,uniqueid_206,No,Rural,Yes,3.0,19.0,Female,Spouse,Married/Living together,Primary education,No Income
Uganda,2018,uniqueid_207,No,Urban,Yes,9.0,17.0,Male,Parent,Single/Never Married,Vocational/Specialised training,Self employed
Uganda,2018,uniqueid_208,No,Rural,Yes,2.0,27.0,Female,Head of Household,Married/Living together,Secondary education,Self employed
Uganda,2018,uniqueid_209,No,Urban,No,9.0,41.0,Female,Head of Household,Divorced/Seperated,No formal education,Self employed
Uganda,2018,uniqueid_210,No,Rural,Yes,3.0,37.0,Female,Head of Household,Divorced/Seperated,Primary education,Self employed
Uganda,2018,uniqueid_211,No,Rural,No,6.0,71.0,Female,Head of Household,Widowed,No formal education,Self employed
Uganda,2018,uniqueid_212,No,Rural,Yes,10.0,27.0,Female,Other relative,Married/Living together,Secondary education,Other Income
Uganda,2018,uniqueid_213,No,Rural,Yes,8.0,54.0,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_214,No,Rural,Yes,1.0,22.0,Male,Head of Household,Single/Never Married,Secondary education,Self employed
Uganda,2018,uniqueid_215,No,Rural,No,8.0,18.0,Female,Parent,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_216,No,Rural,No,5.0,25.0,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_217,No,Rural,Yes,4.0,32.0,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_218,No,Rural,No,1.0,62.0,Female,Head of Household,Widowed,No formal education,No Income
Uganda,2018,uniqueid_219,No,Urban,Yes,2.0,67.0,Female,Head of Household,Widowed,Primary education,Self employed
Uganda,2018,uniqueid_220,No,Rural,No,10.0,16.0,Female,Head of Household,Single/Never Married,Primary education,Self employed
Uganda,2018,uniqueid_221,No,Rural,Yes,2.0,20.0,Female,Spouse,Married/Living together,Primary education,No Income
Uganda,2018,uniqueid_222,No,Rural,Yes,4.0,29.0,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_223,No,Rural,Yes,10.0,42.0,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_224,No,Urban,Yes,1.0,58.0,Female,Head of Household,Married/Living together,Primary education,Other Income
Uganda,2018,uniqueid_225,Yes,Urban,Yes,1.0,26.0,Male,Head of Household,Married/Living together,Secondary education,Formally employed Private
Uganda,2018,uniqueid_226,No,Rural,No,1.0,71.0,Male,Head of Household,Divorced/Seperated,No formal education,Self employed
Uganda,2018,uniqueid_227,No,Urban,Yes,4.0,50.0,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_228,No,Rural,Yes,3.0,50.0,Female,Spouse,Married/Living together,No formal education,Self employed
Uganda,2018,uniqueid_229,No,Urban,No,6.0,25.0,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,2018,uniqueid_230,No,Urban,No,1.0,28.0,Female,Head of Household,Single/Never Married,Primary education,Other Income
