country,year,uniqueid,bank_account,location,cell_phone_access,household_size,respondent_age,respondent_gender,rship_with_head,marital_status,education_level,job_type
Rwanda,2016,uniqueid_125,No,Rural,Yes,5.0,26.0,Female,Child,Single/Never Married,Primary education,Other Income
Rwanda,2016,uniqueid_126,No,Rural,No,4.0,21.0,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,2016,uniqueid_127,No,Rural,Yes,4.0,24.0,Male,Child,Single/Never Married,Primary education,Self employed
Rwanda,2016,uniqueid_128,No,Rural,Yes,2.0,25.0,Female,Head of Household,Single/Never Married,Primary education,Informally employed
Rwanda,2016,uniqueid_129,No,Rural,Yes,5.0,19.0,Female,Parent,Single/Never Married,Secondary education,Farming and Fishing
Rwanda,2016,uniqueid_130,No,Rural,Yes,8.0,40.0,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_131,No,Rural,No,2.0,60.0,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Rwanda,2016,uniqueid_132,No,Rural,No,4.0,28.0,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_133,No,Rural,Yes,4.0,24.0,Male,Child,Single/Never Married,Primary education,Informally employed
Rwanda,2016,uniqueid_134,No,Rural,Yes,4.0,43.0,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_135,No,Rural,Yes,7.0,25.0,Female,Child,Single/Never Married,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_136,No,Urban,Yes,5.0,27.0,Female,Head of Household,Divorced/Seperated,Primary education,Remittance Dependent
Rwanda,2016,uniqueid_137,No,Rural,Yes,3.0,23.0,Female,Spouse,Married/Living together,Secondary education,Informally employed
Rwanda,2016,uniqueid_138,No,Rural,Yes,6.0,35.0,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_139,No,Rural,No,2.0,66.0,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Rwanda,2016,uniqueid_140,No,Rural,Yes,5.0,45.0,Female,Spouse,Married/Living together,Secondary education,Informally employed
Rwanda,2016,uniqueid_141,No,Rural,No,4.0,32.0,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Rwanda,2016,uniqueid_142,No,Rural,Yes,2.0,44.0,Male,Head of Household,Divorced/Seperated,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_143,No,Rural,Yes,1.0,53.0,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Rwanda,2016,uniqueid_144,No,Rural,Yes,4.0,53.0,Female,Head of Household,Divorced/Seperated,No formal education,Self employed
Rwanda,2016,uniqueid_145,No,Rural,Yes,9.0,54.0,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_146,No,Rural,No,5.0,34.0,Female,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,2016,uniqueid_147,No,Rural,Yes,4.0,26.0,Male,Parent,Single/Never Married,No formal education,Farming and Fishing
Rwanda,2016,uniqueid_148,No,Rural,No,3.0,55.0,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_149,Yes,Urban,Yes,6.0,33.0,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
Rwanda,2016,uniqueid_150,No,Rural,Yes,1.0,53.0,Female,Head of Household,Single/Never Married,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_151,No,Urban,Yes,6.0,16.0,Male,Parent,Single/Never Married,Secondary education,Formally employed Government
Rwanda,2016,uniqueid_152,No,Rural,Yes,5.0,33.0,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,2016,uniqueid_153,No,Rural,Yes,8.0,47.0,Male,Head of Household,Married/Living together,No formal education,Self employed
Rwanda,2016,uniqueid_154,No,Rural,Yes,11.0,19.0,Female,Child,Single/Never Married,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_155,No,Rural,Yes,5.0,42.0,Male,Head of Household,Married/Living together,Primary education,Formally employed Private
Rwanda,2016,uniqueid_156,No,Rural,Yes,3.0,51.0,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Rwanda,2016,uniqueid_157,No,Urban,Yes,5.0,67.0,Female,Head of Household,Widowed,No formal education,Self employed
Rwanda,2016,uniqueid_158,No,Rural,No,4.0,28.0,Male,Child,Single/Never Married,Primary education,Informally employed
Rwanda,2016,uniqueid_159,No,Rural,Yes,6.0,39.0,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,2016,uniqueid_160,Yes,Rural,Yes,4.0,25.0,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,2016,uniqueid_161,No,Rural,Yes,7.0,52.0,Male,Head of Household,Married/Living together,No formal education,Informally employed
Rwanda,2016,uniqueid_162,No,Rural,Yes,4.0,41.0,Male,Head of Household,Divorced/Seperated,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_163,No,Rural,Yes,4.0,32.0,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,2016,uniqueid_164,No,Rural,Yes,4.0,49.0,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,2016,uniqueid_165,No,Rural,Yes,7.0,54.0,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_166,No,Rural,Yes,2.0,25.0,Male,Parent,Single/Never Married,Secondary education,Farming and Fishing
Rwanda,2016,uniqueid_167,No,Rural,No,5.0,43.0,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_168,No,Urban,Yes,1.0,30.0,Male,Head of Household,Single/Never Married,Secondary education,Informally employed
Rwanda,2016,uniqueid_169,No,Rural,Yes,7.0,32.0,Female,Spouse,Married/Living together,Primary education,Other Income
Rwanda,2016,uniqueid_170,No,Rural,No,5.0,35.0,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,2016,uniqueid_171,No,Rural,Yes,4.0,40.0,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_172,No,Rural,Yes,2.0,68.0,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_173,No,Rural,Yes,5.0,30.0,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,2016,uniqueid_174,No,Urban,Yes,3.0,48.0,Male,Head of Household,Married/Living together,Tertiary education,Other Income
Rwanda,2016,uniqueid_175,No,Rural,Yes,3.0,20.0,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Rwanda,2016,uniqueid_176,No,Rural,Yes,5.0,35.0,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_177,No,Rural,Yes,5.0,18.0,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
Rwanda,2016,uniqueid_178,No,Rural,Yes,4.0,30.0,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_179,No,Rural,Yes,7.0,41.0,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,2016,uniqueid_180,No,Rural,Yes,4.0,26.0,Female,Spouse,Married/Living together,No formal education,Informally employed
Rwanda,2016,uniqueid_181,No,Rural,Yes,6.0,54.0,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_182,No,Rural,Yes,3.0,65.0,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_183,No,Rural,No,5.0,45.0,Female,Head of Household,Divorced/Seperated,No formal education,Informally employed
Rwanda,2016,uniqueid_184,No,Rural,Yes,3.0,25.0,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_185,No,Rural,Yes,7.0,34.0,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
Rwanda,2016,uniqueid_186,No,Rural,Yes,7.0,17.0,Male,Child,Single/Never Married,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_187,No,Rural,Yes,4.0,30.0,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,2016,uniqueid_188,No,Rural,Yes,6.0,40.0,Female,Head of Household,Married/Living together,No formal education,Informally employed
Rwanda,2016,uniqueid_189,No,Rural,Yes,4.0,56.0,Female,Head of Household,Widowed,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_190,No,Rural,Yes,6.0,27.0,Female,Spouse,Married/Living together,No formal education,Informally employed
Rwanda,2016,uniqueid_191,No,Rural,Yes,3.0,28.0,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_192,Yes,Urban,Yes,6.0,42.0,Male,Head of Household,Married/Living together,Tertiary education,Formally employed Government
Rwanda,2016,uniqueid_193,No,Rural,Yes,7.0,34.0,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_194,No,Rural,Yes,6.0,31.0,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_195,Yes,Rural,Yes,5.0,44.0,Male,Head of Household,Married/Living together,Tertiary education,Formally employed Government
Rwanda,2016,uniqueid_196,No,Rural,Yes,3.0,60.0,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_197,No,Rural,Yes,6.0,35.0,Female,Spouse,Married/Living together,Secondary education,Informally employed
Rwanda,2016,uniqueid_198,No,Rural,Yes,4.0,24.0,Female,Spouse,Married/Living together,Secondary education,Informally employed
Rwanda,2016,uniqueid_199,No,Rural,No,1.0,59.0,Male,Head of Household,Widowed,No formal education,Farming and Fishing
Rwanda,2016,uniqueid_200,No,Rural,Yes,4.0,29.0,Female,Child,Single/Never Married,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_201,No,Rural,Yes,4.0,37.0,Male,Head of Household,Married/Living together,No formal education,Informally employed
Rwanda,2016,uniqueid_202,No,Urban,Yes,4.0,25.0,Male,Child,Single/Never Married,Secondary education,Farming and Fishing
Rwanda,2016,uniqueid_203,No,Rural,Yes,5.0,70.0,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Rwanda,2016,uniqueid_204,No,Rural,No,6.0,55.0,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Rwanda,2016,uniqueid_205,No,Rural,No,4.0,48.0,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Rwanda,2016,uniqueid_206,No,Urban,Yes,5.0,27.0,Female,Other non-relatives,Single/Never Married,Secondary education,Informally employed
Rwanda,2016,uniqueid_207,No,Rural,Yes,3.0,30.0,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_208,Yes,Rural,Yes,3.0,28.0,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
Rwanda,2016,uniqueid_209,No,Rural,Yes,2.0,58.0,Female,Head of Household,Widowed,Primary education,Other Income
Rwanda,2016,uniqueid_210,No,Rural,No,3.0,80.0,Male,Head of Household,Married/Living together,No formal education,Self employed
Rwanda,2016,uniqueid_211,No,Rural,Yes,4.0,21.0,Female,Parent,Married/Living together,Primary education,Informally employed
Rwanda,2016,uniqueid_212,No,Rural,Yes,4.0,46.0,Male,Head of Household,Married/Living together,Secondary education,Informally employed
Rwanda,2016,uniqueid_213,No,Rural,Yes,2.0,82.0,Male,Head of Household,Divorced/Seperated,No formal education,Informally employed
Rwanda,2016,uniqueid_214,No,Rural,Yes,10.0,16.0,Female,Child,Single/Never Married,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_215,No,Rural,Yes,8.0,18.0,Male,Child,Single/Never Married,Primary education,Informally employed
Rwanda,2016,uniqueid_216,No,Rural,Yes,7.0,19.0,Male,Child,Single/Never Married,Primary education,Farming and Fishing
Rwanda,2016,uniqueid_217,No,Rural,Yes,3.0,28.0,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Rwanda,2016,uniqueid_218,No,Rural,No,4.0,61.0,Male,Head of Household,Married/Living together,No formal education,Informally employed
Rwanda,2016,uniqueid_219,No,Rural,No,7.0,16.0,Female,Parent,Single/Never Married,Primary education,Informally employed
Rwanda,2016,uniqueid_220,No,Rural,Yes,3.0,63.0,Female,Head of Household,Widowed,Vocational/Specialised training,Farming and Fishing
